1.931299120187759399e-01,0,0
2.811037600040435791e-01,0,0
2.917987406253814697e-01,0,0
1.142711192369461060e-01,1,0
3.077961206436157227e-01,0,0
3.135190606117248535e-01,0,0
2.005012184381484985e-01,1,0
1.438134759664535522e-01,1,0
1.042124852538108826e-01,1,0
9.718519449234008789e-02,1,0
1.208372116088867188e-01,1,0
1.218277737498283386e-01,1,0
2.274556607007980347e-01,1,0
1.371054947376251221e-01,1,0
4.240562915802001953e-01,1,0
2.984827160835266113e-01,0,0
2.934444546699523926e-01,0,0
3.097255527973175049e-01,0,0
2.166559100151062012e-01,1,0
8.981519937515258789e-02,1,0
1.192318499088287354e-01,1,0
2.419519275426864624e-01,1,0
1.372441351413726807e-01,1,0
4.433183073997497559e-01,1,0
5.185908675193786621e-01,1,0
4.847126305103302002e-01,1,0
4.483850598335266113e-01,1,0
6.269400715827941895e-01,1,0
6.857518553733825684e-01,1,0
5.392729043960571289e-01,1,0
5.914023518562316895e-01,1,0
3.537474572658538818e-01,0,0
4.328567683696746826e-01,1,0
4.487828016281127930e-01,1,0
5.092324018478393555e-01,1,0
5.058830380439758301e-01,1,0
6.263952851295471191e-01,1,0
3.118967711925506592e-01,0,0
2.699020206928253174e-01,0,0
1.383130103349685669e-01,1,0
1.547921895980834961e-01,1,0
1.862754225730895996e-01,1,0
7.803577184677124023e-02,1,0
9.144699573516845703e-02,1,0
1.432937830686569214e-01,1,0
1.082328483462333679e-01,1,0
1.007365658879280090e-01,1,0
2.251773178577423096e-01,1,0
2.079207748174667358e-01,1,0
2.913372814655303955e-01,0,0
2.247821986675262451e-01,1,0
2.127987146377563477e-01,1,0
3.245315551757812500e-01,0,0
2.451892197132110596e-01,0,0
2.300617545843124390e-01,1,0
4.857951402664184570e-01,1,0
4.412064552307128906e-01,1,0
3.720825016498565674e-01,0,0
4.364911913871765137e-01,1,0
4.629898667335510254e-01,1,0
4.978074133396148682e-01,1,0
3.693519830703735352e-01,0,0
